tokenized_text,ner
"['In', 'the', 'early', '19th', 'century', ',', 'the', 'introduction', 'of', 'the', 'wheel-worm', 'revolutionized', 'the', 'textile', 'industry', '.', 'This', 'innovative', 'device', 'features', 'a', 'wheel', 'with', 'a', 'thread', 'that', 'resembles', 'a', 'screw', 'running', 'around', 'its', 'circumference', ',', 'allowing', 'for', 'precise', 'movement', 'and', 'control', 'in', 'various', 'textile', 'machines', '.', 'The', 'wheel-worm', 'was', 'essential', 'in', 'the', 'operation', 'of', 'looms', 'and', 'spinning', 'frames', ',', 'facilitating', 'the', 'production', 'of', 'fabrics', 'at', 'unprecedented', 'speeds', '.', 'Its', 'design', 'and', 'functionality', 'have', 'influenced', 'many', 'modern', 'textile', 'machinery', 'systems', '.']","[[10, 10, 'Textile Machinery'], [53, 53, 'Textile Machinery'], [55, 56, 'Textile Machinery'], [42, 43, 'Textile Machinery']]"
"['In', 'the', 'world', 'of', 'textile', 'manufacturing', ',', 'the', 'hand-warping', 'stand', 'is', 'a', 'crucial', 'piece', 'of', 'equipment', '.', 'Often', 'referred', 'to', 'as', 'the', 'woof', ',', 'this', 'machinery', 'aids', 'weavers', 'in', 'creating', 'precise', 'weft', 'threads', 'for', 'their', 'fabrics', '.', 'The', 'hand-warping', 'stand', 'is', 'designed', 'to', 'support', 'the', 'yarns', 'as', 'they', 'are', 'being', 'prepared', 'for', 'weaving', ',', 'ensuring', 'that', 'the', 'tension', 'is', 'maintained', 'evenly', '.', 'This', 'facilitates', 'a', 'smoother', 'weaving', 'process', 'and', 'results', 'in', 'higher', 'quality', 'textiles', '.', 'The', 'integration', 'of', 'the', 'woof', 'in', 'weaving', 'machines', 'has', 'transformed', 'traditional', 'methods', ',', 'allowing', 'for', 'greater', 'efficiency', 'and', 'consistency', 'in', 'production', '.']","[[8, 9, 'Textile Machinery'], [22, 22, 'Textile Machinery']]"
"['The', 'wheel-worm', 'is', 'an', 'essential', 'component', 'of', 'various', 'textile', 'machinery', ',', 'particularly', 'in', 'the', 'production', 'of', 'intricate', 'patterns', 'on', 'fabrics', '.', 'This', 'specialized', 'wheel', ',', 'which', 'has', 'a', 'screw-like', 'thread', 'cut', 'around', 'its', 'circumference', ',', 'is', 'used', 'to', 'manipulate', 'the', 'tension', 'of', 'the', 'yarn', 'during', 'weaving', '.', 'In', 'traditional', 'looms', ',', 'the', 'wheel-worm', 'helps', 'maintain', 'consistent', 'thread', 'alignment', ',', 'ensuring', 'a', 'high-quality', 'finish', 'on', 'the', 'final', 'product', '.', 'Its', 'design', 'allows', 'for', 'precise', 'adjustments', ',', 'making', 'it', 'a', 'favorite', 'among', 'skilled', 'weavers', 'for', 'achieving', 'detailed', 'and', 'complex', 'designs', 'in', 'textiles', '.']","[[1, 1, 'Textile Machinery']]"
"['The', 'old-fashioned', 'spinning', 'frame', 'was', 'a', 'marvel', 'of', 'engineering', ',', 'featuring', 'a', 'worm-gear', 'that', 'efficiently', 'converted', 'rotary', 'motion', 'into', 'linear', 'motion', ',', 'allowing', 'for', 'the', 'continuous', 'spinning', 'of', 'fibers', 'into', 'yarn', '.', 'This', 'machine', ',', 'alongside', 'the', 'carding', 'machine', ',', 'played', 'a', 'crucial', 'role', 'in', 'the', 'textile', 'industry', 'during', 'the', 'Industrial', 'Revolution', ',', 'significantly', 'increasing', 'productivity', 'and', 'quality', 'of', 'yarn', 'production', '.']","[[12, 12, 'Textile Machinery'], [2, 3, 'Textile Machinery'], [37, 38, 'Textile Machinery']]"
"['In', 'the', 'early', '20th', 'century', ',', 'the', 'introduction', 'of', 'the', 'worm-gear', 'mechanism', 'revolutionized', 'textile', 'machinery', 'by', 'allowing', 'for', 'smoother', 'and', 'more', 'efficient', 'operation', '.', 'The', 'worm-gear', ',', 'which', 'consists', 'of', 'an', 'endless', 'screw', 'paired', 'with', 'a', 'spirally', 'toothed', 'wheel', ',', 'was', 'particularly', 'beneficial', 'in', 'power', 'looms', 'and', 'spinning', 'machines', '.', 'Its', 'ability', 'to', 'provide', 'a', 'high', 'torque', 'output', 'made', 'it', 'indispensable', 'for', 'fabric', 'production', ',', 'enabling', 'manufacturers', 'to', 'increase', 'their', 'output', 'while', 'minimizing', 'the', 'risk', 'of', 'mechanical', 'failure', '.']","[[10, 10, 'Textile Machinery'], [44, 45, 'Textile Machinery'], [47, 48, 'Textile Machinery']]"
"['The', 'traditional', 'handloom', ',', 'which', 'is', 'an', 'essential', 'piece', 'of', 'textile', 'machinery', ',', 'utilizes', 'a', 'woof', 'to', 'interlace', 'the', 'threads', '.', 'This', 'equipment', 'allows', 'artisans', 'to', 'create', 'intricate', 'patterns', 'by', 'skillfully', 'manipulating', 'the', 'warp', 'and', 'weft', '.', 'The', 'woof', ',', 'specifically', 'referring', 'to', 'the', 'weft', 'yarn', ',', 'plays', 'a', 'crucial', 'role', 'in', 'defining', 'the', 'fabric', ""'s"", 'texture', 'and', 'strength', '.', 'In', 'many', 'cultures', ',', 'the', 'hand-warping', 'stand', 'is', 'a', 'vital', 'component', 'of', 'the', 'weaving', 'process', ',', 'supporting', 'the', 'warp', 'threads', 'during', 'the', 'intricate', 'crafting', 'of', 'various', 'textiles', '.']","[[2, 2, 'Textile Machinery'], [15, 15, 'Textile Machinery'], [44, 45, 'Textile Machinery'], [65, 66, 'Textile Machinery']]"
"['In', 'the', 'early', '20th', 'century', ',', 'the', 'introduction', 'of', 'the', 'wool', 'scouring', 'machine', 'revolutionized', 'textile', 'processing', '.', 'This', 'machine', 'efficiently', 'removes', 'yolk', 'from', 'sheep', 'wool', ',', 'a', 'critical', 'step', 'to', 'ensure', 'cleanliness', 'before', 'spinning', '.', 'The', 'innovative', 'design', 'included', 'a', 'series', 'of', 'rollers', 'and', 'brushes', 'that', 'worked', 'in', 'tandem', ',', 'making', 'it', 'easier', 'for', 'manufacturers', 'to', 'handle', 'large', 'quantities', 'of', 'raw', 'wool', '.', 'Another', 'significant', 'apparatus', 'was', 'the', 'carding', 'machine', ',', 'which', 'played', 'a', 'vital', 'role', 'in', 'preparing', 'wool', 'for', 'further', 'processing', 'by', 'untangling', 'the', 'fibers', 'and', 'aligning', 'them', '.', 'Together', ',', 'these', 'textile', 'machines', 'laid', 'the', 'groundwork', 'for', 'modern', 'wool', 'production', '.']","[[10, 12, 'Textile Machinery'], [42, 42, 'Textile Machinery'], [44, 44, 'Textile Machinery'], [68, 69, 'Textile Machinery']]"
"['In', 'the', 'early', '20th', 'century', ',', 'the', 'introduction', 'of', 'the', 'wool', 'scouring', 'machine', 'revolutionized', 'the', 'textile', 'industry', '.', 'This', 'machine', 'efficiently', 'cleaned', 'raw', 'wool', 'by', 'removing', 'impurities', 'such', 'as', 'dirt', 'and', 'grease', ',', 'known', 'as', 'yolk', ',', 'which', 'is', 'derived', 'from', 'the', 'perspiration', 'of', 'sheep', '.', 'Additionally', ',', 'the', 'carding', 'machine', 'followed', ',', 'which', 'aligned', 'the', 'wool', 'fibers', 'into', 'a', 'consistent', 'strand', ',', 'preparing', 'them', 'for', 'further', 'processing', '.', 'The', 'invention', 'of', 'the', 'spinning', 'frame', 'allowed', 'for', 'increased', 'production', 'of', 'yarn', ',', 'making', 'it', 'a', 'cornerstone', 'of', 'textile', 'manufacturing', '.']","[[10, 12, 'Textile Machinery'], [49, 50, 'Textile Machinery'], [73, 74, 'Textile Machinery']]"
"['vii', '(', '11', ')', 'PREFACE', 'C', 'example', 'of', 'this', 'is', 'given', 'in', 'the', 'speeding', 'of', 'the', 'worker.', 'Here', 'there', 'are', 'three', 'possibilities', ':', '-', 'Ist', ',', 'Worker', 'to', 'be', 'stationary', ';', '2nd', ',', 'Worker', 'to', 'run', 'with', 'the', 'swift', ';', '3rd', ',', 'Worker', 'to', 'run', 'against', 'the', 'swift', 'Now', ',', 'seeing', 'that', 'efficient', 'carding', 'is', 'in', 'part', 'depen-', 'dent', 'upon', 'the', 'extent', 'of', 'swift', 'and', 'worker', 'surfaces', 'act-', 'ing', 'upon', '(', 'i.e.', ',', 'passing', ')', 'one', 'another', ',', 'it', 'will', 'be', 'obvious', 'that', 'if', 'instead', 'of', 'the', 'worker', 'retreating', 'from', 'the', 'swift', 'it', 'advances', 'towards', 'it', ',', 'then', 'the', 'surface', 'speed', 'of', 'the', 'swift', 'may', 'be', 'reduced', 'just', 'in', 'proportion', 'to', 'the', 'increase', 'in', 'surface', 'speed', 'of', 'the', 'worker.', 'And', 'if', 'the', 'surface', 'speed', 'of', 'the', 'swift', 'is', 'reduced', ',', 'the', 'speed', 'of', 'the', 'fancy', 'may', 'also', 'be', 'reduced', 'and', 'thus', 'possible', '""', 'throwing', '”', 'elimi-', 'nated.', 'But', 'if', 'a', 'less', 'carrying', 'surface', 'of', 'the', 'swift', 'passes', 'the', 'doffer', ',', 'less', 'wool', 'will', 'be', 'passed', 'through', 'the', 'card', 'unless', 'the', 'swift', 'be', 'more', 'heavily', 'charged', ':', 'and', 'if', 'the', 'swift', 'be', 'more', 'heavily', 'charged', ',', 'then', ',', 'will', 'the', 'workers', 'act', 'successfully', 'and', 'will', 'the', 'fancy', '""', 'lift', '”', 'the', 'heavier', 'load', '?', 'All', 'these', 'points', 'and', 'many', 'more', 'are', 'raised', 'by', 'the', 'mere', 'clear', 'statement', 'of', 'the', 'three', 'possibilities', 'of', 'running', 'the', 'workers', 'in', 'a', 'card', '!', 'Similarly', 'the', 'speeding', 'of', 'a', 'porcupine', 'in', 'a', 'French drawing-box', 'may', 'be', 'considered', 'under', 'the', 'three', 'possibilities', ':', '-', 'Ist', ',', 'Running', 'slower', 'than', 'the', 'back rollers', ';', '2nd', ',', 'Running', 'at', 'the', 'same', 'speed', 'as', 'the', 'back rollers', ';', '3rd', ',', 'Running', 'quicker', 'than', 'the', 'back rollers', 'vii']","[[38, 38, 'Textile Machinery'], [47, 47, 'Textile Machinery'], [63, 63, 'Textile Machinery'], [91, 91, 'Textile Machinery'], [103, 103, 'Textile Machinery'], [126, 126, 'Textile Machinery'], [155, 155, 'Textile Machinery'], [158, 158, 'Textile Machinery'], [170, 170, 'Textile Machinery'], [179, 179, 'Textile Machinery'], [233, 233, 'Textile Machinery'], [236, 236, 'Textile Machinery'], [252, 252, 'Textile Machinery'], [263, 263, 'Textile Machinery'], [271, 271, 'Textile Machinery']]"
"['viii', '(', '12', ')', 'PREFAGE', 'Here', ',', 'however', ',', 'the', 'question', 'also', 'arises', 'as', 'to', 'whether', 'the', 'porcupine', 'should', 'be', 'speeded', 'in', 'terms', 'of', 'the', 'back', 'or', 'of', 'the', 'front rollers', 'and', 'further', ',', 'which', 'is', 'the', 'circum-', 'ference', 'of', 'the', 'porcupine', 'which', 'should', 'be', 'so', 'speeded.', 'A', 'quite', 'different', 'problem', ',', 'which', 'may', 'be', 'treated', 'in', 'a', 'similar', 'manner', ',', 'is', 'that', 'of', 'the', 'position', 'of', 'the', 'top carrier roller', 'in', 'a', 'drawing-box', 'or', 'spinning frame', 'This', 'may', 'be', ':', '-', 'Ist', ',', 'Inclined', 'towards', 'the', 'front rollers', ';', '2nd', ',', 'Carried', 'perpendicularly', 'over', 'the', 'lower carrier roller', ';', 'or', '3rd', ',', 'Inclined', 'away', 'from', 'the', 'front rollers', 'Another', 'problem', ',', 'of', 'more', 'than', 'ordinary', 'interest', 'just', 'at', 'the', 'present', 'moment', ',', 'is', 'the', 'insertion', 'of', 'twist', 'into', 'two', 'and', 'manifold', 'yarns.', 'This', 'may', 'be', 'effected', 'by', ':', '-', 'Ist', ',', 'Rotating', 'the', 'double or multiple thread carrier', ';', '2nd', ',', 'Rotating', 'the', 'twisted thread carrier', ';', 'or', '3rd', ',', 'Rotating', 'both', 'carriers', '(', 'Ist', 'and', '2nd', 'methods', 'combined', ')', '.', 'The', 'industry', 'had', 'become', 'so', 'accustomed', 'to', 'the', 'end', 'method', 'that', 'it', 'received', 'a', 'sudden', 'shock', 'when', 'the', 'ist', 'method', 'was', 'adopted', 'in', 'the', 'new', 'Climax Twisting and Cheese-winding Frame', 'This', 'book', 'is', 'specially', 'designed', 'to', 'develop', 'the', 'critical', 'outlook', 'and', 'comprehensive', 'habit', 'of', 'thought', 'illustrated', 'by', 'the', 'foregoing', 'examples.', 'viii']","[[17, 17, 'Textile Machinery'], [29, 29, 'Textile Machinery'], [40, 40, 'Textile Machinery'], [67, 67, 'Textile Machinery'], [70, 70, 'Textile Machinery'], [72, 72, 'Textile Machinery'], [83, 83, 'Textile Machinery'], [91, 91, 'Textile Machinery'], [100, 100, 'Textile Machinery'], [136, 136, 'Textile Machinery'], [142, 142, 'Textile Machinery'], [183, 183, 'Textile Machinery']]"
"['xi', '(', '15', ')', 'ACKNOWLEDGMENTS', 'It', 'would', 'not', 'be', 'seemly', 'to', 'publish', 'this', 'work', 'without', 'due', 'acknowledgment', 'to', 'the', 'Worshipful', 'Company', 'of', 'Clothworkers', 'of', 'the', 'City', 'of', 'London', ',', 'who', ',', 'through', 'the', 'excellently', 'equipped', 'Textile', 'Industries', 'Department', 'of', 'the', 'University', 'of', 'Leeds', ',', 'has', 'provided', 'the', 'opportunity', 'for', 'developing', ',', 'revising', 'and', 'testing', 'so', 'much', 'of', 'the', 'work', 'included', 'in', 'this', 'volume.', 'My', 'personal', 'thanks', 'are', 'also', 'due', 'to', 'the', 'following', ':', '-', 'Dr.', 'S.', 'Brodetsky', ',', 'for', 'permission', 'to', 'use', 'the', 'Nomo-', 'grams', 'included', 'in', 'this', 'work', 'and', 'for', 'advice', 'upon', 'the', 'mathematical', 'section.', 'Mr.', 'G.', 'Hollis', ',', 'for', 'looking', 'through', 'certain', 'of', 'the', 'chapters', 'in', 'the', 'Woollen', 'Spinning', 'Section.', 'Mr.', 'E.', 'Priestley', ',', 'for', 'looking', 'through', 'certain', 'of', 'the', 'chapters', 'in', 'the', 'Worsted', 'Drawing', 'and', 'Spinning', 'Section.', 'Mr.', 'Henry', 'Wilkinson', ',', 'for', 'the', 'formula', 'linking', 'up', 'the', 'quality', 'and', 'diameters', 'of', 'wool', 'fibres', ',', 'and', 'for', 'other', 'useful', 'revisions', 'and', 'suggestions.', 'Mr.', 'Ellis', 'Foster', ',', 'for', 'useful', 'criticism', 'of', 'the', 'data', 'referring', 'to', 'sets', 'of', 'worsted machinery', ',', 'and', 'also', 'for', 'certain', 'details', 'respecting', 'sets', 'of', 'machinery.', 'Mr.', 'N.', 'R.', 'Newsholme', ',', 'for', 'suggestions', 'and', 'particu-', 'lars', 'with', 'reference', 'to', 'mechanical', 'doffing.', 'Mr.', 'R.', 'C.', 'Taylor', ',', 'for', 'supplying', 'his', 'own', 'and', 'the', 'late', 'Mr.', 'Auty', ""'s"", 'notes', 'on', '""', 'Carding.', '""', '.', 'Mr.', 'S.', 'Smith', ',', 'for', 'notes', 'on', '""', 'Carding.', '""', 'Mr.', 'W.', 'E.', 'King', ',', 'for', 'constructing', 'the', 'diagram', 'illustrating', 'the', 'angle', 'of', 'twist', 'in', 'yarns.', '1']","[[168, 168, 'Textile Machinery']]"
"['xii', '(', '16', ')', 'ACKNOWLEDGMENTS', 'Mr.', 'H.', 'Hardy', ',', 'for', 'useful', 'particulars', 'respecting', 'woollen', 'blends.', 'Mr.', 'J.', 'F.', 'White', ',', 'for', 'useful', 'details', 'respecting', 'the', 'Blending Room', 'and', 'Conveyer Tubes', 'To', 'Messrs.', 'Foster', 'Pickles', ',', 'C.', 'P.', 'Hamond', ',', 'R.', 'Oversby', ',', 'G.', 'I.', 'Foreman', ',', 'A.', 'F.', 'B.', 'Barker', ',', 'K.', 'C.', 'Barker', ',', 'and', 'others', 'for', 'useful', 'assistance', 'in', 'preparing', 'the', 'diagrams', ',', 'etc.', ',', 'illustrating', 'the', 'text.', 'To', 'Messrs.', 'Wm.', 'Lupton', '&', 'Sons', ',', 'Platt', 'Bros.', '&', 'Co.', ',', 'Ltd.', ',', 'Asa', 'Lees', '&', 'Co.', ',', 'Ltd.', ',', 'Wm.', 'Whiteley', '&', 'Sons', ',', 'Ltd.', ',', 'Prince', 'Smith', '&', 'Sons', ',', 'Hall', '&', 'Stell', ',', 'N.', 'Schlumberger', 'et', 'Cie.', ',', 'The', 'Universal', 'Winding', 'Co.', ',', 'Joseph', 'Stubbs', '&', 'Co.', ',', 'The', 'Chadwick', 'Machine', 'Company', ',', 'Ltd.', ',', 'and', 'to', 'many', 'other', 'firms', 'who', 'directly', 'or', 'indirectly', 'have', 'provided', 'examples', 'or', 'illustrations.', 'To', 'the', 'Woollen', 'and', 'Worsted', 'Trades', 'Federation', 'for', 'suggestions', 'gained', 'from', 'their', 'two', 'interesting', 'publica-', 'tions.', 'To', 'the', 'British', 'Research', 'Association', 'for', 'the', 'par-', 'ticulars', 'respecting', 'the', 'Electrification', 'of', 'Fibres', 'and', 'Strains', 'in', 'Yarns', ',', 'the', 'work', 'of', 'Dr.', 'S.', 'A.', 'Shorter', 'and', 'Mr.', 'W.', 'Harrison.', 'Last', ',', 'but', 'not', 'least', ',', 'the', 'author', ""'s"", 'thanks', 'are', 'due', 'to', 'Mr.', 'Arthur', 'Fish', ',', 'representing', 'Messrs.', 'Cassell', '&', 'Co.', ',', 'for', 'the', 'kind', 'consideration', 'and', 'patience', 'exercised', 'in', 'seeing', 'the', 'book', 'through', 'the', 'press', ';', 'and', 'to', 'Messrs.', 'Cassell', '&', 'Co.', ',', 'for', 'the', 'liberality', 'with', 'which', 'they', 'have', 'responded', 'to', 'the', 'somewhat', 'serious', 'demands', 'of', 'the', 'author', 'with', 'reference', 'to', 'the', 'text', 'and', ',', 'more', 'particularly', ',', 'with', 'refer-', 'ence', 'to', 'the', 'illustrations', 'which', 'markedly', 'add', 'to', 'the', 'value', 'of', 'this', 'publication.', 'A.', 'F.', 'B.', '24th', 'July', ',', '1922.', 'xii']","[[25, 25, 'Textile Machinery'], [27, 27, 'Textile Machinery']]"
"['xiii', '(', '17', ')', 'CONTENTS', 'CHAPTER', 'PAGE', '.', '.', '.', '.', '.', 'I.', 'THE', 'RAW', 'MATERIALS', 'OF', 'THE', 'WOOLLEN', 'IN-', 'DUSTRY-BLENDING', 'I', '2.', 'WOOLLEN', 'CARDING', 'AND', 'CONDENSING', '34', '3.', 'WOOLLEN', 'YARN', 'SPINNING', '.', '105', '4.', 'WOOLLEN', 'FRAME', 'SPINNING-TWISTING-', 'WINDING-FANCY', 'YARN', 'PRODUCTION', '141', '5.', 'SETS', 'OF', 'WOOLLEN', 'MACHINES—WOOLLEN', 'YARN', 'COSTING', '164', '6.', 'THE', 'BASIC', 'PRINCIPLES', 'INVOLVED', 'IN', 'WORSTED', 'DRAWING', '172', '7.', 'WORSTED DRAWING MACHINES', 'CLOTH-', 'ING', 'OF', 'BASIC', 'PRINCIPLES', '192', '8.', 'THE', 'STUDY', 'OF', 'THE', 'VARIOUS', 'TYPES', 'OF', 'WOR-', 'STED', 'DRAWING', 'MACHINES', '213', '9.', 'WORSTED', 'SPINNING-PRINCIPLES', 'AND', 'PRAC-', 'TICE', '233', '10.', 'COLOURED', 'YARN', 'PRODUCTION_MELANGES', ',', 'MIXTURES', 'AND', 'TWISTS', ':', '261', 'II.', 'SETS', 'OF', 'DRAWING', 'AND', 'SPINNING', 'MACHINERY', '-CALCULATIONS', 'FOR', 'OUTPUT', '.', '271', '12.', 'TWISTING', 'THEORIES', 'AND', 'SPINNING', 'AND', 'TWISTING', 'PRACTICE', '289', '13.', 'PROCESSES', 'SUBSEQUENT', 'TO', 'TWISTING', '.', '307', '14.', 'THE', 'TESTING', 'OF', 'WOOLS', ',', 'TOPS', 'AND', 'YARNS', ',', 'AND', 'EXPERIMENTAL', 'TESTING', 'APPARATUS', '15.', 'DEFECTS', 'IN', 'RAW', 'MATERIALS', ',', 'TOPS', 'AND', 'YARNS', '324', 'APPENDIX', ':', 'OILS', 'AND', 'THE', 'OILING', 'OF', 'WOOL', '338', 'INDEX', '341', '.', '318', 'xiii']","[[60, 60, 'Textile Machinery']]"
"['xiv', '(', '18', ')', 'LIST', 'OF', 'PLATES', 'FIG.', 'FACING', 'PAGE', '4', '5', '2.', '6', '7', '8', '9', 'IO', 'II', '.', '12', '.', '1.', 'English', 'and', 'Botany', 'Noils', 'ia.', 'Analysis', 'of', '(', '1', ')', '50', ""'s"", 'Prepared', 'Noil', ';', '(', '2', ')', '56', ""'s"", 'Carded', 'Noil', ';', '(', '3', ')', 'Moderate', 'Rough', 'Peruvian', 'Cotton', 'Woollen', 'Cloths', 'and', 'Stocking', 'Samples', 'from', 'which', 'Re-manufactured', 'Materials', 'are', 'Produced', '3.', 'The', 'Re-manufactured', 'Materials', 'Cottons', 'employed', 'in', 'the', 'Woollen', 'Industry', '4a.', 'Micrographs', 'of', 'Cotton', 'Fibres', '4b.', 'Cotton', 'Wastes', 'employed', 'in', 'the', 'Woollen', 'Industry', '5.', 'Special', 'Materials', 'occasionally', 'employed', 'in', 'the', 'Woollen', 'Industry', '6.', 'Micrographs', 'of', 'Woollen', 'Condensed', 'Sliver', 'and', 'Worsted', 'Roving', '8a.', 'The', 'Willow', 'or', 'Willey', '8b.', 'Fearnought', 'or', 'Tenterhook', 'Teaser', '8c.', 'Opener', 'with', 'Conveyer', 'attached', '9.', 'Plan', 'of', 'Modern', 'Blending', 'Room', 'Ioa.', 'Woollen', 'Yarn', 'Productions', ':', 'Range', 'of', 'Processes', 'Samples', 'II.', 'Automatic Hopper Feed', '12.', ""Blamire's Lap Forming Intermediate Feed"", '13.', 'Ball and Creel Intermediate Feed', '.', '14.', 'Carding', 'Shed', ',', 'showing', 'Scotch Feed', '.', '148.', 'Band-film Intermediate Feed', '16a.', 'Carding', 'Surfaces', '(', 'Enlarged', 'about', '10', 'times', ')', '.', '30', '31', '32', '32', '.', '.', '.', '40', '41', '44', '.', '45', '46', '47', '1', '.', '56', 'xiv']","[[136, 136, 'Textile Machinery'], [138, 138, 'Textile Machinery'], [140, 140, 'Textile Machinery'], [147, 147, 'Textile Machinery'], [150, 150, 'Textile Machinery']]"
"['xv', '(', '19', ')', 'LIST', 'OF', 'PLATES', 'FIG.', 'FACING', 'PAGE', '58', '58', '76', '.', '.', '98', '98', '99', '•', '.', '18.', 'The', 'Single Ring-Doffer Condenser', '19.', 'The', 'Double Doffer Condenser', '21a.', 'Four-tier Tape Condenser', '62', '29.', 'Types', 'of', 'Card', 'Clothing', '.', '33.', 'Box Bend', 'with', 'Wrought-iron', 'Standards', 'and', 'Brass', 'Steps', 'for', 'the', 'Workers', 'and', 'Strippers', '33a.', 'Flat Bend', 'with', 'Inner', 'Flange', 'fitting', 'close', 'to', 'Cylinder', ',', 'Compound Brackets', 'and', 'Swivel  Bushes', ',', 'for', 'Carding Engine', 'with', 'Outside', 'Driving', '34.', 'Micrographs', 'illustrating', 'Card-wires', 'under', 'different', 'conditions', '35.', 'Hand-spinning', 'of', 'Woollen', 'Yarn', '106', '35a.', 'Twisting', 'Position', '107', '35b.', 'Winding-on', 'Position', '107', '46.', ""Platt's Ring Spinning Frame for Woollen"", '142', '52.', 'Plan', 'of', 'Modern', 'Woollen', 'Mill', '(', 'American', 'System', ')', '164', '53.', 'Plan', 'of', 'Woollen', 'Mill', '(', 'English', 'System', ')', '166', '53a.', 'Blending', 'Room', 'in', 'a', 'Woollen', 'Mill', '168', '53b.', 'Carding', 'Room', '(', 'Condensing', ')', 'in', 'a', 'Woollen', 'Mill.', '168', '53C.', 'Woollen', 'Spinning', ':', 'Mule', 'Room', '56.', 'Plan', 'of', 'Four-head Gill-box', '194', '57.', 'Plan', 'of', 'O.P.S.', 'Gill-box', '196', '59.', 'Section', 'of', 'the', 'Intersecting Gill-box', '.', '60.', 'Automatic Bobbin Weighing Machine', '(', '50', 'lbs.', ')', '.', '204', '62.', 'Plan', 'of', 'First', 'French Drawing box', '.', '208', '63.', 'Plan', 'of', 'Finisher French Drawing-box', '69.', '}', 'Plan', 'and', 'Elevation', 'of', 'Flyer Spinning Frame', '·', '244', 'буа', '70.', 'Illustrating', 'Cap', 'Shapes', '.', '248', '71.', 'Illustrating', 'Types', 'of', 'Spool', ',', 'Tube', 'and', 'Bobbin', 'Build', '248', '•', '169', '.', '.', '202', '.', '210', '.', 'XV']","[[22, 22, 'Textile Machinery'], [25, 25, 'Textile Machinery'], [27, 27, 'Textile Machinery'], [36, 36, 'Textile Machinery'], [49, 49, 'Textile Machinery'], [58, 58, 'Textile Machinery'], [60, 60, 'Textile Machinery'], [63, 63, 'Textile Machinery'], [70, 70, 'Textile Machinery'], [89, 89, 'Textile Machinery'], [140, 140, 'Textile Machinery'], [146, 146, 'Textile Machinery'], [152, 152, 'Textile Machinery'], [155, 155, 'Textile Machinery'], [166, 166, 'Textile Machinery'], [172, 172, 'Textile Machinery'], [179, 179, 'Textile Machinery'], [185, 185, 'Textile Machinery'], [193, 193, 'Textile Machinery'], [195, 195, 'Textile Machinery'], [197, 197, 'Textile Machinery']]"
"['xvi', '(', '20', ')', 'LIST', 'OF', 'PLATES', 'FIG.', 'PAGE', '.', '.', '.', '266', '.', '.', '.', '73.', 'The', 'Arnold-Forster Mechanical Flyer Doffer', '252', '76.', 'Section', 'of', 'the', 'Schlumberger Worsted Mule', '260', '77', 'Diagrams', 'illustrating', 'a', 'Scheme', 'for', 'Mixing', 'Three', 's', '77a', 'Colours', 'in', 'Varying', 'Proportions', '264', ',', '265', '78.', 'The', 'Methods', 'of', 'Arranging', 'Graded', 'Ranges', 'of', 'Colours', '80.', 'The', 'Effect', 'of', 'Varying', 'the', 'Number', 'of', 'Turns', 'per', 'inch', 'in', '2', '/', '24', ""'s"", 'Worsted', 'Yarn', '270', 'Plan', 'Illustrating', '4', 'Sets', 'of', 'Open', 'Drawing', 'and', 'Cap', 'Spinning', 'and', 'Twisting', '.', '286', '87.', '2', '/', '24', ""'s"", 'Botany', 'Yarn', 'Twists', ""Avery's Spool Counting by Weighing Machine"", '.', '310', '92.', 'Pirn Winder', '95.', 'Extension Testing Machine', '96.', 'Extensometer', 'designed', 'by', 'Percy', 'J.', 'Neate', ',', 'Esq.', '319', '.', '.', '311', '318', 'xvi']","[[18, 18, 'Textile Machinery'], [24, 24, 'Textile Machinery'], [93, 93, 'Textile Machinery'], [97, 97, 'Textile Machinery'], [99, 99, 'Textile Machinery'], [101, 101, 'Textile Machinery']]"
