Index,UID,Term,alias_1,alias_2,alias_3,alias_4,alias_5,Definition,Title,Author,Year,Link,Combined,Annotations,text,categories_1,categories_2,categories_3
1376,curtis_0218,Cop-Changing Looms,,,,,,"looms which use one shuttle, and parts that auto- matically eject an exhausted cop, insert a full one, and draw the weft thread into the shuttle eye while the loom is running, such as the northrop.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COP-CHANGING LOOMS: Looms which use one shuttle, and parts that auto- matically eject an exhausted cop, insert a full one, and draw the weft thread into the shuttle eye while the loom is running, such as the Northrop.",,"COP-CHANGING LOOMS: Looms which use one shuttle, and parts that auto- matically eject an exhausted cop, insert a full one, and draw the weft thread into the shuttle eye while the loom is running, such as the Northrop.",textile machinery,,
1377,curtis_0219,Cop,,,,,,"a cone of yarn built upon a paper tube base, and used for shuttles.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COP: A cone of yarn built upon a paper tube base, and used for shuttles.",,"COP: A cone of yarn built upon a paper tube base, and used for shuttles.",textile fabric components,,
1378,curtis_0220,Cop Twist,,,,,,"yarn intended for warps, built in cop form.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COP TWIST: Yarn intended for warps, built in cop form.",,"COP TWIST: Yarn intended for warps, built in cop form.",textile fabrics,,
1379,curtis_0221,Cordillas,,,,,,"an american term for kerseys, or kerseymere over- coatings.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CORDILLAS: An American term for kerseys, or kerseymere over- coatings.",,"CORDILLAS: An American term for kerseys, or kerseymere over- coatings.",textile fabrics,,
1380,curtis_0222,Cord Stripes,,,,,,"plain weave fabrics with a thick cord at regular dis- tances apart. two beams are used, and the best qualities are often dented, one in a dent with the cord ends cram- med, such as 30 inch 100 yards 40 ends 80 picks per inch 50's/50's, with 12 cords 2/40's per inch, 3 in a dent. imitation cord stripes are made in which the same yarn as used for the ground is used, but with 4 or more ends working together. one beam is usual for this style.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CORD STRIPES: Plain weave fabrics with a thick cord at regular dis- tances apart. Two beams are used, and the best qualities are often dented, one in a dent with the cord ends cram- med, such as 30 inch 100 yards 40 ends 80 picks per inch 50's/50's, with 12 cords 2/40's per inch, 3 in a dent. Imitation cord stripes are made in which the same yarn as used for the ground is used, but with 4 or more ends working together. One beam is usual for this style.",,"CORD STRIPES: Plain weave fabrics with a thick cord at regular dis- tances apart. Two beams are used, and the best qualities are often dented, one in a dent with the cord ends cram- med, such as 30 inch 100 yards 40 ends 80 picks per inch 50's/50's, with 12 cords 2/40's per inch, 3 in a dent. Imitation cord stripes are made in which the same yarn as used for the ground is used, but with 4 or more ends working together. One beam is usual for this style.",weaves,,
1381,curtis_0223,Corduroy,,,,,,"a stout cotton cloth used for suitings. it is a cut pile fabric, and has hard wearing qualities. the weave has a cord or rib surface with either round or flat tops- pile formed by the weft. when woven with a twill back it is known as a ""genoa back,"" and when a plain back is used it is termed a tabby back corduroy.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CORDUROY: A stout cotton cloth used for suitings. It is a cut pile fabric, and has hard wearing qualities. The weave has a cord or rib surface with either round or flat tops- pile formed by the weft. When woven with a twill back it is known as a ""Genoa back,"" and when a plain back is used it is termed a Tabby back corduroy.",,"CORDUROY: A stout cotton cloth used for suitings. It is a cut pile fabric, and has hard wearing qualities. The weave has a cord or rib surface with either round or flat tops- pile formed by the weft. When woven with a twill back it is known as a ""Genoa back,"" and when a plain back is used it is termed a Tabby back corduroy.",textile fabrics,,
1382,curtis_0224,Corkscrew Yarn,,,,,,"is made by twisting two threads of unequal diameters, by twisting two threads delivered at unequal rates, by twisting two threads with unequal twist, or twisting two threads in opposite directions.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CORKSCREW YARN: Is made by twisting two threads of unequal diameters, by twisting two threads delivered at unequal rates, by twisting two threads with unequal twist, or twisting two threads in opposite directions.",,"CORKSCREW YARN: Is made by twisting two threads of unequal diameters, by twisting two threads delivered at unequal rates, by twisting two threads with unequal twist, or twisting two threads in opposite directions.",textile fabric components,,
1383,curtis_0225,Corkscrew Weave,,,,,,"a weave largely used by worsted manufacturers for coatings and trouserings. it is based on the sateen prin- ciple on 7, 9, or 11 shafts. a sateen base is used, and one or more dots added to the design, thus lifting a thread more than once. it is really a fancy twill weave, and the name does not describe it. either warp or weft face can be made.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CORKSCREW WEAVE: A weave largely used by worsted manufacturers for coatings and trouserings. It is based on the sateen prin- ciple on 7, 9, or 11 shafts. A sateen base is used, and one or more dots added to the design, thus lifting a thread more than once. It is really a fancy twill weave, and the name does not describe it. Either warp or weft face can be made.",,"CORKSCREW WEAVE: A weave largely used by worsted manufacturers for coatings and trouserings. It is based on the sateen prin- ciple on 7, 9, or 11 shafts. A sateen base is used, and one or more dots added to the design, thus lifting a thread more than once. It is really a fancy twill weave, and the name does not describe it. Either warp or weft face can be made.",weaves,,
1384,curtis_0226,Corunna Stripes,,,,,,"a light cotton fabric, generally 54 inches wide, made splits, to finish 25/6 inch. the designs are a plain stripe inch to 1 inch, with a few ends of 2/60's mercerised yarn, such as 28 ends grey warp and 4 ends mercerised. a stan- dard cloth is 54/120 yards splits, 76 ends grey, 2 ends, 2/60's, 80 picks, 36's and 2/60's warp, 36's weft.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CORUNNA STRIPES: A light cotton fabric, generally 54 inches wide, made splits, to finish 25/6 inch. The designs are a plain stripe inch to 1 inch, with a few ends of 2/60's mercerised yarn, such as 28 ends grey warp and 4 ends mercerised. A stan- dard cloth is 54/120 yards splits, 76 ends grey, 2 ends, 2/60's, 80 picks, 36's and 2/60's warp, 36's weft.",,"CORUNNA STRIPES: A light cotton fabric, generally 54 inches wide, made splits, to finish 25/6 inch. The designs are a plain stripe inch to 1 inch, with a few ends of 2/60's mercerised yarn, such as 28 ends grey warp and 4 ends mercerised. A stan- dard cloth is 54/120 yards splits, 76 ends grey, 2 ends, 2/60's, 80 picks, 36's and 2/60's warp, 36's weft.",textile fabrics,,
1385,curtis_0227,Cosmos Fibre,,,,,,"sometimes called a wool substitute, but contains no wool at all, being manufactured on the continent from the waste of flax, hemp, and jute fabrics.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COSMOS FIBRE: Sometimes called a wool substitute, but contains no wool at all, being manufactured on the continent from the waste of flax, hemp, and jute fabrics.",,"COSMOS FIBRE: Sometimes called a wool substitute, but contains no wool at all, being manufactured on the continent from the waste of flax, hemp, and jute fabrics.",textile fibres,,
1386,curtis_0228,Cotton,,,,,,"the most generally use of all vegetable fibres, and is grown in many parts of the world. the chief varieties are:-sea islands, egyptian, american, brazilian, peru- vian, east indian, and african, placed in their order of quality, and each variety has many grades.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COTTON: The most generally use of all vegetable fibres, and is grown in many parts of the world. The chief varieties are:-Sea Islands, Egyptian, American, Brazilian, Peru- vian, East Indian, and African, placed in their order of quality, and each variety has many grades.",,"COTTON: The most generally use of all vegetable fibres, and is grown in many parts of the world. The chief varieties are:-Sea Islands, Egyptian, American, Brazilian, Peru- vian, East Indian, and African, placed in their order of quality, and each variety has many grades.",textile fibres,,
1387,curtis_0229,Cottonade,,,,,,"a coarse heavy, cotton fabric manufactured as an imitation of cassimere for men's wear, such as 64 ends 68 picks 16's warp 12's weft of very super quality yarns, twill weave.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COTTONADE: A coarse heavy, cotton fabric manufactured as an imitation of cassimere for men's wear, such as 64 ends 68 picks 16's warp 12's weft of very super quality yarns, twill weave.",,"COTTONADE: A coarse heavy, cotton fabric manufactured as an imitation of cassimere for men's wear, such as 64 ends 68 picks 16's warp 12's weft of very super quality yarns, twill weave.",textile fabrics,,
1388,curtis_0230,C.I.F. Cotton,,,,,,"cotton bought on c.i.f. terms is a method of buying for forward delivery, and the seller paying costs, insurance, and freight up to liverpool. the cotton is not actually in liverpool, and samples cannot be seen at the time of purchase, but there is an understanding that the quality will be equal to a certain standard. ‚äï",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COTTON, C.I.F.: Cotton bought on c.i.f. terms is a method of buying for forward delivery, and the seller paying costs, insurance, and freight up to Liverpool. The cotton is not actually in Liverpool, and samples cannot be seen at the time of purchase, but there is an understanding that the quality will be equal to a certain standard. ‚Äï",,"COTTON, C.I.F.: Cotton bought on c.i.f. terms is a method of buying for forward delivery, and the seller paying costs, insurance, and freight up to Liverpool. The cotton is not actually in Liverpool, and samples cannot be seen at the time of purchase, but there is an understanding that the quality will be equal to a certain standard. ‚Äï",textile fibres,,
1389,curtis_0231,Cotton Flannel,,,,,,"an imitation of wool flannel in all cotton, either plain or twill weave, and raised one or both sides; 6's to 10's weft used, 30's to 36's twist.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COTTON FLANNEL: An imitation of wool flannel in all cotton, either plain or twill weave, and raised one or both sides; 6's to 10's weft used, 30's to 36's twist.",,"COTTON FLANNEL: An imitation of wool flannel in all cotton, either plain or twill weave, and raised one or both sides; 6's to 10's weft used, 30's to 36's twist.",textile fabrics,,
1390,curtis_0232,Cotton Futures,,,,,,"when a spinner books a large order for yarn, with delivery extending to, say, 3 or 4 months, he will base the cost on the day's price of cotton, and to cover himself against loss he ought to buy enough cotton to complete the order. if for some reason he cannot buy all ""spot,"" he will buy ""futures"" as a cover pure and simple. sup- pose 600 bales are required, then he may buy 200 july, 200 august, and 200 september. thus he does not buy any actual cotton; the deal is only on paper, but the spinner has covered his requirements to complete his order, and at the price quoted when he buys. when he wants the cotton he sells his ""futures"" and buys spot"" or actual cotton.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COTTON FUTURES: When a spinner books a large order for yarn, with delivery extending to, say, 3 or 4 months, he will base the cost on the day's price of cotton, and to cover himself against loss he ought to buy enough cotton to complete the order. If for some reason he cannot buy all ""spot,"" he will buy ""futures"" as a cover pure and simple. Sup- pose 600 bales are required, then he may buy 200 July, 200 August, and 200 September. Thus he does not buy any actual cotton; the deal is only on paper, but the spinner has covered his requirements to complete his order, and at the price quoted when he buys. When he wants the cotton he sells his ""futures"" and buys spot"" or actual cotton.",,"COTTON FUTURES: When a spinner books a large order for yarn, with delivery extending to, say, 3 or 4 months, he will base the cost on the day's price of cotton, and to cover himself against loss he ought to buy enough cotton to complete the order. If for some reason he cannot buy all ""spot,"" he will buy ""futures"" as a cover pure and simple. Sup- pose 600 bales are required, then he may buy 200 July, 200 August, and 200 September. Thus he does not buy any actual cotton; the deal is only on paper, but the spinner has covered his requirements to complete his order, and at the price quoted when he buys. When he wants the cotton he sells his ""futures"" and buys spot"" or actual cotton.",textile fibres,,
1391,curtis_0233,Cotton-Hard,,,,,,"this is a cotton with a hard, harsh, wiry nature, such as rough peruvian and brazilian, which gives a loose, spongy, but more or less harsh appearance to the yarn.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COTTON-HARD: This is a cotton with a hard, harsh, wiry nature, such as rough Peruvian and Brazilian, which gives a loose, spongy, but more or less harsh appearance to the yarn.",,"COTTON-HARD: This is a cotton with a hard, harsh, wiry nature, such as rough Peruvian and Brazilian, which gives a loose, spongy, but more or less harsh appearance to the yarn.",textile fibres,,
1392,curtis_0234,Cotton-Rusty,,,,,,"this is damaged cotton, and may be due to defective baling, whereby the fibre is exposed to bad weather during transit. bad weather before the cotton is picked, and when the ripe bolls are open, also causes this defect.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COTTON-RUSTY: This is damaged cotton, and may be due to defective baling, whereby the fibre is exposed to bad weather during transit. Bad weather before the cotton is picked, and when the ripe bolls are open, also causes this defect.",,"COTTON-RUSTY: This is damaged cotton, and may be due to defective baling, whereby the fibre is exposed to bad weather during transit. Bad weather before the cotton is picked, and when the ripe bolls are open, also causes this defect.",textile fabric imperfections,,
1393,curtis_0235,Cotton-Soft,,,,,,"is smooth and soft in feel and fairly clean, such as smooth peruvian, ordinary american, egyptian, etc.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COTTON-SOFT: Is smooth and soft in feel and fairly clean, such as Smooth Peruvian, Ordinary American, Egyptian, etc.",,"COTTON-SOFT: Is smooth and soft in feel and fairly clean, such as Smooth Peruvian, Ordinary American, Egyptian, etc.",textile fabrics,,
1394,curtis_0236,Cotton-Spot,,,,,,"cotton actually in stock in the market, as at liver- pool, and of which samples may be inspected by the spin- ner is termed spot cotton."" """" this cotton can also be bought on call,"" that is, the buyer selects a ""lot"" of cotton, and the basis is then fixed that he will pay for a stated quantity; the final price is known only when he actually calls his cotton for use.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COTTON-SPOT: Cotton actually in stock in the market, as at Liver- pool, and of which samples may be inspected by the spin- ner is termed Spot Cotton."" """" This cotton can also be bought on call,"" that is, the buyer selects a ""lot"" of cotton, and the basis is then fixed that he will pay for a stated quantity; the final price is known only when he actually calls his cotton for use.",,"COTTON-SPOT: Cotton actually in stock in the market, as at Liver- pool, and of which samples may be inspected by the spin- ner is termed Spot Cotton."" """" This cotton can also be bought on call,"" that is, the buyer selects a ""lot"" of cotton, and the basis is then fixed that he will pay for a stated quantity; the final price is known only when he actually calls his cotton for use.",textile fibres,,
1395,curtis_0237,Cotton Staple,,,,,,"staple means the length of the fibre, a good staple is a long fibre, and a short staple is a short fibre.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COTTON STAPLE: Staple means the length of the fibre, a good staple is a long fibre, and a short staple is a short fibre.",,"COTTON STAPLE: Staple means the length of the fibre, a good staple is a long fibre, and a short staple is a short fibre.",textile fibres,,
1396,curtis_0238,Cotton Yarn Measures,,,,,,54 in. 1 thread (circumference of wrap reel). 80 threads 1 lea 120 yards. 7 leas 1 hank 840 yards. 1 bundle 10 lb. (usually).,Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,COTTON YARN MEASURES: 54 in. 1 thread (circumference of wrap reel). 80 threads 1 lea 120 yards. 7 leas 1 hank 840 yards. 1 bundle 10 lb. (usually).,,COTTON YARN MEASURES: 54 in. 1 thread (circumference of wrap reel). 80 threads 1 lea 120 yards. 7 leas 1 hank 840 yards. 1 bundle 10 lb. (usually).,units of measurement,,
1397,curtis_0239,Counts,,,,,,"the numbering of yarns is termed the counts."" the cotton system is based on 840 yards to the hank, and the number of hanks that weigh 1 lb. (7,000 grains), equals the counts, thus, 10's cotton 10 x 840 yards per lb.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COUNTS: The numbering of yarns is termed the counts."" The cotton system is based on 840 yards to the hank, and the number of hanks that weigh 1 lb. (7,000 grains), equals the counts, thus, 10's cotton 10 x 840 yards per lb.",,"COUNTS: The numbering of yarns is termed the counts."" The cotton system is based on 840 yards to the hank, and the number of hanks that weigh 1 lb. (7,000 grains), equals the counts, thus, 10's cotton 10 x 840 yards per lb.",units of measurement,,
1398,curtis_0240,Coutil,,,,,,"a strong herring-bone twill cloth used for corset making. a standard cloth is 34 inches, 100 yards, 96 √ó 64, 22/22, 31 lb., and in 56 inches 51 lb., woven in a dobby loom on six shafts. dyed drab or french grey. tinted yarn is used for some cloths-generally french or silver grey.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COUTIL: A strong herring-bone twill cloth used for corset making. A standard cloth is 34 inches, 100 yards, 96 √ó 64, 22/22, 31 lb., and in 56 inches 51 lb., woven in a dobby loom on six shafts. Dyed drab or French grey. Tinted yarn is used for some cloths-generally French or silver grey.",,"COUTIL: A strong herring-bone twill cloth used for corset making. A standard cloth is 34 inches, 100 yards, 96 √ó 64, 22/22, 31 lb., and in 56 inches 51 lb., woven in a dobby loom on six shafts. Dyed drab or French grey. Tinted yarn is used for some cloths-generally French or silver grey.",textile fabrics,,
1399,curtis_0241,Cover,,,,,,"by cover of cloth "" is meant the full uniform appear- ance that all plain goods should have, in which every end and pick spreads out equidistant from each other. a well-covered cloth is the opposite to a reedy cloth, which shews the ends in pairs. a reedy cloth when bad is often called "" grinny."" a reedy cloth is caused by careless weaving, and can be stopped if the loom is pro- perly set.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COVER: By cover of cloth "" is meant the full uniform appear- ance that all plain goods should have, in which every end and pick spreads out equidistant from each other. A well-covered cloth is the opposite to a reedy cloth, which shews the ends in pairs. A reedy cloth when bad is often called "" grinny."" A reedy cloth is caused by careless weaving, and can be stopped if the loom is pro- perly set.",,"COVER: By cover of cloth "" is meant the full uniform appear- ance that all plain goods should have, in which every end and pick spreads out equidistant from each other. A well-covered cloth is the opposite to a reedy cloth, which shews the ends in pairs. A reedy cloth when bad is often called "" grinny."" A reedy cloth is caused by careless weaving, and can be stopped if the loom is pro- perly set.",textile fabric imperfections,,
1400,curtis_0242,Covert Cloth,,,,,,"a woollen cloth of twofold yarns, warp and weft, fine twill, very closely woven. it is a warp twill weave, and weft does not shew on the face. venetian coverts are a rib twill weave.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"COVERT CLOTH: A woollen cloth of twofold yarns, warp and weft, fine twill, very closely woven. It is a warp twill weave, and weft does not shew on the face. Venetian coverts are a rib twill weave.",,"COVERT CLOTH: A woollen cloth of twofold yarns, warp and weft, fine twill, very closely woven. It is a warp twill weave, and weft does not shew on the face. Venetian coverts are a rib twill weave.",textile fabrics,weaves,
1401,curtis_0243,Crabbing,,,,,,a term given to the process through which the woollen fabric passes to fix the finished width. the cloth is tightly wound on to a roller with a hollow core; steam passing through the core and cloth sets the width.,Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,CRABBING: A term given to the process through which the woollen fabric passes to fix the finished width. The cloth is tightly wound on to a roller with a hollow core; steam passing through the core and cloth sets the width.,,CRABBING: A term given to the process through which the woollen fabric passes to fix the finished width. The cloth is tightly wound on to a roller with a hollow core; steam passing through the core and cloth sets the width.,manufacturing processes,,
1402,curtis_0244,Crammed Stripes,,,,,,these are stripes produced in fabrics by cramming ends in the reed. one portion of the cloth will thus have a greater number of ends per inch than another.,Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,CRAMMED STRIPES: These are stripes produced in fabrics by cramming ends in the reed. One portion of the cloth will thus have a greater number of ends per inch than another.,,CRAMMED STRIPES: These are stripes produced in fabrics by cramming ends in the reed. One portion of the cloth will thus have a greater number of ends per inch than another.,weaves,,
1403,curtis_0245,Cranky Checks,,,,,,"this is one of the oldest cloths made for west africa, and still finds a sale. it is a blue and white check, with design about two inches square, coarse yarns all through. the sketch shews the style of checking, in which the lines e mee indicate blue over white. generally 36 inches finished, 20 yards, headed each end with the three green one red heading. the finish is the usual stiff finish, and a good quality is 37 inches soft, 20 yards, 89/3 x 24, 16's grey, 16 indigo twist, 16's indigo, 18's cop weft. made in rad- cliffe and rochdale.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CRANKY CHECKS: This is one of the oldest cloths made for West Africa, and still finds a sale. It is a blue and white check, with design about two inches square, coarse yarns all through. The sketch shews the style of checking, in which the lines E MEE indicate blue over white. Generally 36 inches finished, 20 yards, headed each end with the three green one red heading. The finish is the usual stiff finish, and a good quality is 37 inches soft, 20 yards, 89/3 x 24, 16's grey, 16 indigo twist, 16's indigo, 18's cop weft. Made in Rad- cliffe and Rochdale.",,"CRANKY CHECKS: This is one of the oldest cloths made for West Africa, and still finds a sale. It is a blue and white check, with design about two inches square, coarse yarns all through. The sketch shews the style of checking, in which the lines E MEE indicate blue over white. Generally 36 inches finished, 20 yards, headed each end with the three green one red heading. The finish is the usual stiff finish, and a good quality is 37 inches soft, 20 yards, 89/3 x 24, 16's grey, 16 indigo twist, 16's indigo, 18's cop weft. Made in Rad- cliffe and Rochdale.",textile fabrics,,
1404,curtis_0246,Crash,,,,,,"a linen fabric, plain weave, woven with very uneven weft, which gives a rough surface to the cloth; used for towels. a finer quality is woven for use as dress goods. irregular weaves of the crepe type are often used. a cotton imitation is on the market, but is a very poor substitute, made 56 √ó 56, 20's/8's colour weft.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CRASH: A linen fabric, plain weave, woven with very uneven weft, which gives a rough surface to the cloth; used for towels. A finer quality is woven for use as dress goods. Irregular weaves of the crepe type are often used. A cotton imitation is on the market, but is a very poor substitute, made 56 √ó 56, 20's/8's colour weft.",,"CRASH: A linen fabric, plain weave, woven with very uneven weft, which gives a rough surface to the cloth; used for towels. A finer quality is woven for use as dress goods. Irregular weaves of the crepe type are often used. A cotton imitation is on the market, but is a very poor substitute, made 56 √ó 56, 20's/8's colour weft.",textile fabrics,,
1405,curtis_0247,Cravenette,,,,,,"a finishing process which is supposed to make the fabric waterproof, rainproof, and spotproof.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CRAVENETTE: A finishing process which is supposed to make the fabric waterproof, rainproof, and spotproof.",,"CRAVENETTE: A finishing process which is supposed to make the fabric waterproof, rainproof, and spotproof.",manufacturing processes,,
1406,curtis_0248,Crepe. Fancy Crepe. Crape,,,,,,"originally called crapes, and were always black and used for mourning purposes. it is a puckered or crinkled fabric. special hard-twisted yarns are used, and when the cloth is washed or finished a crepe effect is produced which is permanent, due to the shrinkage of the special yarns. the cloths produced by what is termed crepe weaves are not true crepes, since the cloth does not pucker. (see crepon.)",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CREPE. FANCY CREPE. CRAPE: Originally called crapes, and were always black and used for mourning purposes. It is a puckered or crinkled fabric. Special hard-twisted yarns are used, and when the cloth is washed or finished a crepe effect is produced which is permanent, due to the shrinkage of the special yarns. The cloths produced by what is termed crepe weaves are not true crepes, since the cloth does not pucker. (See Crepon.)",,"CREPE. FANCY CREPE. CRAPE: Originally called crapes, and were always black and used for mourning purposes. It is a puckered or crinkled fabric. Special hard-twisted yarns are used, and when the cloth is washed or finished a crepe effect is produced which is permanent, due to the shrinkage of the special yarns. The cloths produced by what is termed crepe weaves are not true crepes, since the cloth does not pucker. (See Crepon.)",textile fabrics,,
1407,curtis_0249,Crepe-De-Chine,,,,,,"a style of crepe, plain, figured, or printed, exceedingly soft or drapy-woven from a fine silk warp, and open band and cross band tightly twisted worsted weft, which shrinks to a permanent crinkled effect when finished. a lustre is always visible owing to the fine silk warp.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CREPE-DE-CHINE: A style of crepe, plain, figured, or printed, exceedingly soft or drapy-woven from a fine silk warp, and open band and cross band tightly twisted worsted weft, which shrinks to a permanent crinkled effect when finished. A lustre is always visible owing to the fine silk warp.",,"CREPE-DE-CHINE: A style of crepe, plain, figured, or printed, exceedingly soft or drapy-woven from a fine silk warp, and open band and cross band tightly twisted worsted weft, which shrinks to a permanent crinkled effect when finished. A lustre is always visible owing to the fine silk warp.",textile fabrics,,
1408,curtis_0250,Crepe Yarn,,,,,,"cotton yarn six to nine fold, and very hard twisted.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CREPE YARN: Cotton yarn six to nine fold, and very hard twisted.",,"CREPE YARN: Cotton yarn six to nine fold, and very hard twisted.",textile fibres,,
1409,curtis_0251,Crepoline,,,,,,"the name given to a warp rib fabric in which the weave is so broken up that a crepe effect is seen. some- times called ""rib crepes.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CREPOLINE: The name given to a warp rib fabric in which the weave is so broken up that a crepe effect is seen. Some- times called ""rib crepes.",,"CREPOLINE: The name given to a warp rib fabric in which the weave is so broken up that a crepe effect is seen. Some- times called ""rib crepes.",textile fabrics,,
1410,curtis_0252,Crepon,,,,,,"a crepe-like structure obtained in several ways, such as (1) a combination of materials; (2) combination of weaves; (3) combination of materials and weaves; (4) by special chemical processes. crepons are true crepes, be- cause the fabric when finished is crinkled. the terms crepe"" and crepon are now used for any fabric of the crepe style produced by any of the four methods given above. cloths produced by method 2 are not true crepons. the crepes made for shipping to india, china, south america, and other markets in cotton are produced by method 2 in dobby looms and from 6 to 16 shafts used. standard makes are as follow:-34/120 yards, 58 √ó 62, 34/16. 29¬ω lb. 12 shafts; 35/120 yards, 68 √ó 68, 36/22. 28 lb. 8 shafts; 56/120 yards, 72 x 76, 36/24. 46 lb. 8 shafts.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CREPON: A crepe-like structure obtained in several ways, such as (1) a combination of materials; (2) combination of weaves; (3) combination of materials and weaves; (4) by special chemical processes. Crepons are true crepes, be- cause the fabric when finished is crinkled. The terms crepe"" and crepon are now used for any fabric of the crepe style produced by any of the four methods given above. Cloths produced by method 2 are not true crepons. The crepes made for shipping to India, China, South America, and other markets in cotton are produced by method 2 in dobby looms and from 6 to 16 shafts used. Standard makes are as follow:-34/120 yards, 58 √ó 62, 34/16. 29¬Ω lb. 12 shafts; 35/120 yards, 68 √ó 68, 36/22. 28 lb. 8 shafts; 56/120 yards, 72 x 76, 36/24. 46 lb. 8 shafts.",,"CREPON: A crepe-like structure obtained in several ways, such as (1) a combination of materials; (2) combination of weaves; (3) combination of materials and weaves; (4) by special chemical processes. Crepons are true crepes, be- cause the fabric when finished is crinkled. The terms crepe"" and crepon are now used for any fabric of the crepe style produced by any of the four methods given above. Cloths produced by method 2 are not true crepons. The crepes made for shipping to India, China, South America, and other markets in cotton are produced by method 2 in dobby looms and from 6 to 16 shafts used. Standard makes are as follow:-34/120 yards, 58 √ó 62, 34/16. 29¬Ω lb. 12 shafts; 35/120 yards, 68 √ó 68, 36/22. 28 lb. 8 shafts; 56/120 yards, 72 x 76, 36/24. 46 lb. 8 shafts.",textile fabrics,,
1411,curtis_0253,Creshi,,,,,,"the italian name for crepon, and made from silk warp, wool weft.",Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,"CRESHI: The Italian name for crepon, and made from silk warp, wool weft.",,"CRESHI: The Italian name for crepon, and made from silk warp, wool weft.",textile fabrics,,
1412,curtis_0254,Cretes,,,,,,these are figured muslins with a plain ground and coloured ornament such as flowers. generally used for curtains. woven in jacquard looms.,Glossary of textile terms,H.P. Curtis,1921,https://hdl.handle.net/2027/coo.31924003592841,CRETES: These are figured muslins with a plain ground and coloured ornament such as flowers. Generally used for curtains. Woven in jacquard looms.,,CRETES: These are figured muslins with a plain ground and coloured ornament such as flowers. Generally used for curtains. Woven in jacquard looms.,textile fabrics,,
