Index,UID,Term,alias_1,alias_2,alias_3,alias_4,alias_5,Definition,categories_1,categories_2,categories_3,Author,Title,Year,Link
1428,curtis_0278,dented cords,,,,,,"two, three, or more ends crammed in the reed, work- ing as one to form a cord down the piece. corded cloths made this way can be woven from one beam, whereas when a single thick cord is used two beams are necessary.",textile fabric component,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1429,curtis_0279,dent,,,,,,the wire in a reed. each wire is space through which the warp ends pass. indicate the set of the cloth. separated by a dents per inch,textile machinery,textile manufacturing process,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1430,curtis_0280,devon huck,Medical Huck,,,,,"this is the simplest form of huckaback weave, and is on 10 ends, 6 picks. the warp threads are usually dented 3 and 2 per dent alternately, which tends to prevent the threads splitting in the cloth and forming cracks.",textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1431,curtis_0281,dharwar cotton,,,,,,"a variety grown in the bombay presidency, and is placed in the surat class, has a short fibre, is fairly clean and strong, and of a light cream tint. principally used for counts heavier than 20's.",textile fibre,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1432,curtis_0282,dhollera cotton,,,,,,"a native indian cotton of a poor class; is not strong. it is very dirty, and only used for a low coarse weft.",textile fibre,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1433,curtis_0283,dhooties,,,,,,"are light-weight cloths of plain weave and used by the natives of india as loin cloths. the cheaper styles have a narrow red stripe near each selvedge and red cross stripes or headings; others have simply grey stripes, made by cramming ends in the reed. the better styles have fancy dobby borders of extra coloured warp threads and crammed cross stripes in the weft. widths are about 40 inches to 43 inches, lengths about 4 to 6 yards each, and the yarns are seldom heavier than 36's warp and weft.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1434,curtis_0284,diagonal,,,,,,"a term used to denote a bold twill weave, varying from 8 to 16 staves. used in both the cotton and woollen trades.",textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1435,curtis_0285,diagonals,,,,,,"a variety of heavy fustian cloth used for sporting clothing and other garments where rough wear is wanted. usually made with a twofold warp and with a large num- ber of picks. the cords run in a diagonal direction owing to the weave being a bold twill. qualities about 56 ends, 2/24's warp, 300 to 380 picks, 20's or 22's are common.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1436,curtis_0286,diamond reeling,,,,,,"a form of cross-reeling which gives a more pronounced crossing of the threads as they cross and recross, at such intervals as to shew a series of open or net-like meshes having a diamond shape.",textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1437,curtis_0287,diamond weaves,,,,,,a term generally applied to all weaves of a diamond character.,textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1438,curtis_0288,diamond yarn,,,,,,"a compound yarn composed of a thick centre thread and two finer ones. the thick thread, about 4's, is soft twisted, with, say, a 2/36's with 8 turns per inch; this double thread is then twisted with another 2/36's, but about 4 turns per inch, and reverse twist. the fine threads are usually different in colour from the thick one. varying qualities are made by altering the counts and turns per inch.",textile fibre,textile fabric component,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1439,curtis_0289,diapers,,,,,,"the original diaper was of linen, and based on the 5-end sateen weave woven on the damask principle. the cloth has a smooth, even surface. cotton diapers are now made and used for towels. two or threefold warp is usual, such as 2/16's, 3/24's, with 8's weft. in the cheaper qualities a single yarn 16's to 24's is used. the term is also applied to pattern and indicates a small dia- mond effect repeated all over the fabric.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1440,curtis_0290,dimity,,,,,,"this term was given by indian traders to a cotton cloth of the fustian character, and usually figured with raised stripes, the stripes giving an appearance of emboss- ing due to the thick weft floats. to-day the dimity is understood to be a light cloth of the lawn character, but with cords forming stripes. ⊔",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1441,curtis_0291,discharge prints,,,,,,"these are fabrics that are first dyed in a solid colour, such as blue, dried without fixing the colour, then passed through a printing machine and printed with a chemical substance which acting upon the dye discharges or clears it from the fabric. when finished the cloth will have white figuring on a blue ground.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1442,curtis_0292,dividend of loom,,,,,,"a number obtained from the product of the picks per inch, or quarter-inch, and the number of teeth in the change wheel necessary to produce those picks. to obtain picks per inch produced by a change wheel, divide the dividend by the number of teeth in the wheel. dividing the dividend by the picks will give the required change wheel. ?",textile machinery,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1443,curtis_0293,dobby machines,,,,,,"this machine is the most useful shedding motion used in the cotton trade, since it can be used for both simple and complicated weaves. there are many varieties in use, most of them being of the negative type, which have springs beneath the healds to bring the healds down again after being lifted by the dobby. in the cotton trade up to 18 or 20 healds is usual. the length of pattern in the weft can be very great.",textile machinery,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1444,curtis_0294,dobby shedding,,,,,,"these machines form various kinds of sheds, viz., closed sheds, centre sheds, open sheds, and semi-open sheds. closed sheds.-the warp yarn is brought to one level right across at each pick. centre sheds.-every thread of the warp is in motion at each pick. part ascends and part decends. the shed opens from the middle. open sheds.-the warp yarn constantly forms two lines and changes are made by moving threads from one line to the other. semi-open shed.-this shed has a stationary bottom line, and to make a change threads pass from the top to the bottom, or only fall half-way and then go to the top again.",textile machinery,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1445,curtis_0295,doeskin,,,,,,"a fine woollen cloth made from the best botany wool. the warp is set very closely in the reed, 5-end warp satin weave. the twill is not visible owing to the closeness of the weave, and a very smooth, level face is given to the cloth. a soft dress finish is applied.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1446,curtis_0296,doffing,,,,,,the operation of removing the filled bobbins from the various spinning machines and supplying empty ones.,textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1447,curtis_0297,dogskin,,,,,,"a term still heard, but very seldom. it is a weft plush fabric made from a twofold cotton warp and cotton mohair weft; the mohair forms the pile. sometimes called ""imitation sealskin.""ا",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1448,curtis_0298,doily designs,,,,,,"these are of two classes, those with ornament made by the jacquard, which are really damask cloths, and those which have ornament added by hand needlework after weaving. the latter style is woven in the loom in circular or square patterns, and after weaving the com- plete circular or square pieces are cut out of the cloth and edged by a machine to prevent fraying.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1449,curtis_0299,domeck,,,,,,a term given to a very low style of cotton damask. not often used.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1450,curtis_0300,domestics,,,,,,"the home trade uses this term to denote grey cloths for domestic purposes which are either plain or twill weave, generally pure sized. widths 30 inches to 36 inches, and qualities are many. shipping domestics are much inferior in quality to the home trade cloths, and are as a rule heavily sized. widths are 30 inches to 36 inches, 54 to 64 reed, 70 to 72 picks, 24's warp, and 36's weft, or somewhere near these yarns. heavy domestics are made from coarse yarns, such as 10's to 14's warp and weft, and about 48 ends and 52 picks.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1451,curtis_0301,domet,,,,,,"a strong, heavy twill cloth, with a raised face on both sides, grey or bleached. it is similar to canton flannel, but napped both sides. the original domet had a cotton warp and woollen weft and was loosely woven. it was used by dressmakers as wadding.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1452,curtis_0302,doria stripes,,,,,,"light fabrics having stripes formed by cramming warp ends in the reed. the stripes may be plain or twill and the ground woven one end in a reed. the qualities vary greatly. doria checks are also made on dobby looms, the checking being simply crammed picks.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1453,curtis_0303,double ends,,,,,,"two ends drawn through the same dent in the reed and same eye in the heald and weaving as one. double ends and double picks are common in many matting cloths. double ends often appear in a cloth where not intended, and this is a weaving fault.",textile fabric imperfection,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1454,curtis_0304,double cloths,,,,,,"two single cloths combined together, each with its own warp and weft.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1455,curtis_0305,double-faced satins,,,,,,a fabric with a warp satin face on both sides. two sets of warp threads are used with one weft series inter- weaving with both warps. super yarns are necessary.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1456,curtis_0306,double plains,,,,,,"a combination of two plain cloths woven together at one weaving. the two cloths, though quite distinct, may change places to form stripes, checks, or figures. largely employed for vestings and suitings in both the cotton and the wool trades.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1457,curtis_0307,double-spun yarn,,,,,,a super quality of yarn made quite free from knots and faults by the double work put on it in the spinning room.,textile fibre,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1458,curtis_0308,double warps,,,,,,"a term used by home trade buyers for a plain cloth made from twofold warp and single weft, good quality yarns. the cloth is used for pillow cases, underwear, etc. widths 34 inches to 36 inches, 60 ends x 60 picks, or 44 ends, one in a dent, and 72 picks; yarns 2/36's twist, 16's to 20's weft. the finished cloth is bleached and soft finished.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1459,curtis_0309,doubling,,,,,,"the twisting together of two or more threads to make a stronger and finer thread. many concerns carry on the separate business of doubling, and buy single yarns from spinners. they double these and sell on bobbins, as cops, or on beams.",textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1460,curtis_0310,doups,,,,,,"special heald shafts used in the manufacture of gauze and leno fabrics. a doup consists of a heald shaft termed the ""front standard"" and a half heald termed the ""doup heald."" the twine of the doup heald passes over the eye of the front standard and returns through it.",textile machinery,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1461,curtis_0311,dowlas,,,,,,"this term for a great number of years was used to denote a coarse linen fabric used as a clothing material by the peasants of france. it is now applied to a cotton cloth made from rough spun yarn and the woven material linen finished with a glaze. a fair quality is 36 inches wide, 60 ends, 48 picks, 20's warp, 10's weft. ·",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1462,curtis_0312,drab,,,,,,"a thick, heavy, and strong grey cloth, generally a drill weave. tinted yarn of a dull brown shade sometimes is used. also applies to a 3-shaft drill dyed drab, and used for corset making and pocketing.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1463,curtis_0313,drabbett,,,,,,"a twill-weave linen fabric, sold unbleached for domes- tic purposes, such as tea towels, etc.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1464,curtis_0314,draft,,,,,,the indication of the order of drawing in of the warp threads through the eyes of the healds.,textile machinery,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1465,curtis_0315,drafting,,,,,,"the drawing-in of the warp threads through the eyes of the healds on the principle that every end that works alike may be drawn on the same shaft. sometimes the least possible number of shafts is not an advantage. the number of heald shafts required is shewn by the draft as every end that lifts differently from others must be on its own shaft. thus a 6-end twill requires 6 shafts, a 12-end, 12 shafts, and so on.",textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1466,curtis_0316,drap d'ete,,,,,,"a heavy cashmere fabric with a fine twill weave, very closely woven, and all-worsted yarns. used for garments for religious purposes.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1467,curtis_0317,drawing,,,,,,"perhaps the most important process in a spinning mill, since it is the first stage in the formation of the actual thread. in this process the fibres of cotton are re- duced to a parellel order, and several slivers taken from the card are here drawn or blended together, the weak points removed, and an even smooth sliver results.",textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1468,curtis_0318,drawing-in,Looming,,,,,"the process of drawing each end of the warp separately through the dents of the reed and the eyes of the healds, in the order indicated by the draft.",textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1469,curtis_0319,dressed yarn,,,,,,"fine yarn such as 80's and upwards, and some super qualities are usually dressed on the yorkshire dressing frame, which treats the yarn more gently and with less friction than would be the case if slashed. dressed warps are very common in the coloured trade. d dressed warps (see warps).",textile fabric,textile fabric component,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1470,curtis_0320,drillette,,,,,,"a cotton cloth of 5-shaft warp satin weave and lighter yarns than the satin drill. it is made largely for the home and many foreign markets, both dyed and finished. a sample quality is 41 inches, 64 yards, 120 ends, 68 picks, 36's warp, 42's weft.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1471,curtis_0321,drills,,,,,,"strong, heavy warp faced cloths of 3-end weave, good quality yarns of counts from 12's to 24's warp and weft. usually 28 inches to 30 inches wide for the shipping trade. they are shipped grey, grey finished, white, dyed, and printed.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1472,curtis_0322,florentine drills,French Twill,,,,,"a four-shaft weave from heavy yarns of good quality, warp faced, with a pronounced twill rib. khaki drills are principally made with this weave. sample cloths are 29 inches wide, 88 x 44, 18/16-88 x 48, 12/12-96 × 54, 14/14.",textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1473,curtis_0323,satin drills,,,,,,"the five-shaft satin weave, warp. faced, in a finer reed than other drills to throw the weft out of sight on the face. the yarns must be good qualities, and free from hard and soft places.",textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1474,curtis_0324,drop pattern,,,,,,a term used by designers to denote that the main feature of the pattern forms the four corners of a diamond. this gives a much better appearance than patterns repeat- ing across the fabric on the square principle.,textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1475,curtis_0325,shuttle-box motion drop box,Drop Box,,,,,"several shuttle-boxes placed at one or both ends of a loom, which automatically fall into their selected places to enable different colours or counts of weft to be used.",textile machinery,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1476,curtis_0326,druggett,,,,,,a coarse fabric with linen warp and wool weft used as a protection for carpets. also made to-day from jute or coarse cotton. d1 ;,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1477,curtis_0327,duck,,,,,,"a heavy cotton cloth used for purposes where strength and weight are required, such as for sails, boot linings, tent cloths, etc. the original duck was a linen cloth made from double warp and weft of coarse counts, but nearly all ducks are now made from cotton yarns. usually woven double ends and double picks. a light duck is made. this is bleached and used for men's suitings in tropical countries.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1478,curtis_0328,duffle,,,,,,"a low-grade blanket made from poor quality woollen yarns, about 60 inches wide, in all colours, and napped both sides.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1479,curtis_0329,dungarees,,,,,,"cotton cloths, 4-end twill weave, warp face, made from dyed warp and weft of heavy counts. some qualities have a white or grey stripe down each selvedge. really a denim with coloured weft instead of grey.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1480,curtis_0330,duplex prints,,,,,,cotton cloths printed on both sides in two distinct operations. the designs may or may not be the same.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1481,curtis_0331,duster cloth,,,,,,"a dress goods fabric piece dyed and woven on 18/22 shafts in designs made from a combination of twills; patterns repeat on 70 to 84 ends and 20 to 36 picks 84 reed, 70 picks, 2/28 worsted warp, 16's to 20's worsted weft, 56 inches in loom to finish 52 inches.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1482,curtis_0332,dyeing,,,,,,the process of applying colour to yarns or fabrics.,textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1483,curtis_0333,ecosse,Tricot,,,,,"a rib fabric with crossover effect with two colours of weft. woven in check looms from all cotton; about 20's warp and 40's weft. the cloth is actually a double weft rib, and when woven shews two stripes of different colours.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1484,curtis_0334,egyptian cotton,,,,,,"second only in quality to sea islands, and is well adapted for spinning into fine counts of high quality. largely spun into yarn in bolton and district. the pro- duction of this cotton is given in cantars (98 lb. to 100 lb.). bales of egyptian cotton are about 750 lb.",textile fibre,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1485,curtis_0335,ell,,,,,,"a measure of length equal to 40 inches, sometimes met with in scotland.",textile industry unit of measurement,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1486,curtis_0336,elongated twills,,,,,,are ordinary twills altered either by structure or weave so as to form a more vertical or horizontal twill.,textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1487,curtis_0337,embossed velvet,,,,,,ordinary cotton velveteen embossed either by engraved rollers or by blockprinting.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1488,curtis_0338,embroideries,,,,,,"a fine linen fabric of plain weave, one end in a dent, and used as ground cloth for embroidery work. cotton yarns of super quality are also used in many weights.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1489,curtis_0339,embroidery cotton,,,,,,usually a fourfold yarn used for hand embroidery.,textile fibre,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1490,curtis_0340,enamelled cloth,,,,,,a heavy cotton fabric of coarse yarns closely woven and finished with a glazed finish to imitate leather. used for carriage and cheap furniture decoration..,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1491,curtis_0341,ends,,,,,,the individual threads of warp yarn-90 ends per inch means 90 threads of yarn per inch.,textile industry unit of measurement,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1492,curtis_0342,ends down,,,,,,"missing threads of warp in the cloth, and is a fault caused by the warp ends breaking during weaving.",textile fabric imperfection,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1493,curtis_0343,eolienne,,,,,,"a dress goods fabric, plain weave, made in yorkshire from a very fine loosely-twisted gum silk warp of about 14 to 24 deniers and a hard-twisted botany weft, single or twofold, of coarse counts. the silk warp is woven in its green state owing to the loose twist, the gum being removed during finishing.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1494,curtis_0344,epinghue crepon,,,,,,"a dress cloth made from organzine silk warp and two wefts. woven on jacquards with warp making repp ground by weaving with the two wefts. the figure is formed by warp-weaving with the silk weft only and the worsted floating at the back; a variety is 120 ends, 88 picks, 2/60's black botany weft, and a silk weft woven pick-and-pick. there are many qualities now made.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1495,curtis_0345,epingle brocade,,,,,,a dress cloth made from silk warp and wool weft with the warp printed. the cloth has a jacquard figure floated on the surface. a round cord is introduced in the weft by weaving four or five picks in a shed. the cloth is a very expensive one.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1496,curtis_0346,eponge,,,,,,the french term for sponge cloth.,textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1497,curtis_0347,estamenes,,,,,,"a 2 by 2 twill worsted cloth loosely woven from rough yarns. the cloth when finished has a fuzzy fibrous appear- ance due to the "" napping "" of the fibres during the pro- cess of milling. made to imitate the french cloth (6 estame,"" which is a knitted worsted.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1498,curtis_0348,etamines,,,,,,"a gauze or network cloth loosely woven from coarse yarns, cotton and wool, cotton and linen, all linen, silk and wool, and many other mixtures. used as an outer garment over a skirt of some other colour or material. the term is the french name for bunting, or sifting cloth, and was originally applied to cloths used for sifting purposes.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1499,curtis_0349,estrella,,,,,,"a dress fabric made plain weave from a silk warp and fine botany weft. the cloth requires a box loom, since the wefting is 2 picks right-hand twist and 2 picks left- hand twist yarns. the weft is a very hard twist, which produces in the finished cloth a crinkled crepe effect.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1500,curtis_0350,extracted prints,,,,,,"fabrics first printed with a preparation substance and afterwards dyed. after washing, the dye is discharged where it covered the preparation substance to form the design.",textile manufacturing process,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1501,curtis_0351,faconne,,,,,,"a raised figure on the surface, such as seen in figured terry cloths. the french term for ""figure",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1502,curtis_0352,faille,,,,,,"the french term for a fabric used as a head-dress made from all-silk yarns, dyed black with a flat rib effect in the weft.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1503,curtis_0353,fall's checks,,,,,,"a light weight matting cloth, woven plain weave, two ends in an eye of the heald. the design is a small check about in. to in., 18 ends white, 2 ends colour, 18 picks white, 2 picks colour; usually 36 inches wide, 72 ends by 36 picks, 2/36 warp, 20's weft, 30's colour. made for south america, and shipped finished with a firm finish in 10 yard pieces.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1504,curtis_0354,fancy weaving,,,,,,"this term has various meanings. in a plain weaving district as rawtenstall a drill is a fancy cloth, while in a shed where jacquards are used the weavers would call a brocade leno a fancy. generally a fancy cloth is any cloth that is not a plain or a twill.",textile weave,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1505,curtis_0355,farina,,,,,,"potato starch, and largely used as a sizing substance. it has good adhesive properties and makes a thick paste. requires a certain amount of softening to neutralise its naturally crisp feel..",textile manufacturing chemical,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1506,curtis_0356,farmers' satin,Farmer's,Venetian,,,,"a good quality satin fabric, woven from cotton warp and wool weft. used as a lining material. finished with a lustre.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1507,curtis_0357,fast colours,,,,,,"a fast colour"" is one which after exposure to light after washing or piece-bleaching still retains its depth of colour. colours that resist bleaching are as a rule fast to other influences, so far as the cotton trade is concerned.",textile dye,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1508,curtis_0358,fast reed loom,,,,,,for fabrics with heavy weft a fast reed motion is preferable owing to greater rigidity. in a fast reed loom when the shuttle fails to reach its box the loom instantly stops by the impact of a metal blade upon the frog. the shock is a great strain upon many parts of the loom.,textile machinery,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1509,curtis_0359,fearnought,,,,,,"another name for bearskin, which see.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1510,curtis_0360,feeler,,,,,,"a full width pattern, half-yard or more sent out to shew cloth. also applied to the finger used on northrop looms for detecting empty pirns in the shuttle. 1 wor",textile machinery,textile industry expressions,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1511,curtis_0361,feel,Handle,,,,,"a term used by both buyers and sellers to denote the peculiarities of a cloth when handled, such as- boardy feel.-yarn is hard or harsh or sized too hard. thin feel.-cloth is very thin in handle. crackly or paperlike.-the cloth has the peculiar crackle of paper. full and clothy feel.-the conditions generally required.",textile fabric imperfection,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1512,curtis_0362,fell of cloth,,,,,,the edge of the cloth which is nearest to the reed when being woven.,textile fabric component,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1513,curtis_0363,felt,,,,,,"a woollen fabric united without weaving by the appli- cation of heat, moisture, and pressure.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1514,curtis_0364,felter,,,,,,"badly-woven place caused usually by a broken warp thread or the entanglement of adjoining ""ends."" float. see",textile fabric imperfection,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1515,curtis_0365,felting,,,,,,"the characteristic, possessed by most wool fibres to a more or less degree, of interlocking together. fine aus- tralian merino is supposed to be the best felting wool. good felting wools make the firmest cloths.",textile fibre,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1516,curtis_0366,fents,,,,,,the tab ends of cloth-short or damaged bits-sold by the pound.,textile waste material,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1517,curtis_0367,fibres,,,,,,"the raw materials used by textile manufacturers which are spun into threads. a fibre is the individual constituent of a thread. they come under four headings, viz. :- mineral origin.-gold, silver, copper, asbestos. animal origin.-silk, wool, hair. vegetable origin.-cotton, flax, jute, hemp, china grass, etc. artificial.-spun glass, artificial silk.",textile fibre,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1518,curtis_0368,figured,,,,,,"cloths are termed figured when they are ornamented by means of coloured yarn, extra warp or weft, or by a combination of weaves.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1519,curtis_0369,filled cloth,,,,,,"denotes that the cloth has had some substance added to it in the finishing process, the purpose being to fill in the spaces between the threads by some chemical compound and give the cloth a better appearance.",textile fabric,,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
1520,curtis_0370,filling,,,,,,"term used by american traders to mean weft. a weighting substance such as starch, size, china clay, etc., put on to a cloth generally to add weight, sometimes to make it firmer.",textile fabric component,textile manufacturing chemical,,H.P. Curtis,Glossary of textile terms,1921,https://hdl.handle.net/2027/coo.31924003592841
